PC	2	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	0	0	0	0	128	0	0	0	128	16	0	0	0	0	0	0	0	64	0	0	0
PC	2	0	0	0	0	0	128	0	0	0	0	16	0	0	0	0	0	0	0	64	0	0	0
PC	2	0	0	0	0	0	128	0	0	0	0	16	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	0	4	0	128	0	0	0	128	32	0	0	0	0	64	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	3	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	0	64	0	128	0	0	0	128	128	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	0	64	0	128	0	0	0	128	128	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	3	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	0	0	0	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	32	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	130	0	130	128	32	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	128	0	0	0	0
PC	3	1	1	0	0	0	128	32	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	128	0	0	0	0
PC	4	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	0	0	0	0	0	128	0	0	0	0	16	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	0	0	0	0	128	0	0	0	128	16	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	0	4	0	128	0	0	0	128	32	0	0	0	0	64	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	190	0	190	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	190	0	190	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	190	0	190	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	190	0	190	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	3	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	130	0	130	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	0	0	0	0	128	0	0	0	128	16	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	130	0	130	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	32	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	254	0	254	128	0	0	0	128	8	0	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	4	13	4	128	0	0	0	128	64	0	0	0	0	128	0	0	0	0	0	0
PC	2	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	2	0	2	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
