PC	0	1	1	125	0	125	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0
PC	1	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	65	0	65	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	32	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	65	0	65	128	32	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	125	0	125	128	64	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	65	0	65	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	144	0	128	0	0	0	0	0	0	64	0	0	0
PC	1	1	1	61	0	61	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	61	0	61	128	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	2	1	1	61	0	61	128	32	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0
PC	0	1	1	61	0	61	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	0	1	1	61	0	61	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	61	0	61	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	128	0
PC	2	1	0	0	0	0	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	3	1	1	4	13	4	128	0	0	0	128	0	0	0	0	0	128	0	0	64	0	0	0
PC	3	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	0	0	0	0	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	1	1	1	125	0	125	128	0	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	2	1	1	125	0	125	128	32	0	0	128	0	128	0	0	0	0	0	0	0	0	0	0
PC	0	1	1	61	0	61	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
PC	2	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0
